"","treatment_class","variable","N","value","sd","se","ci"
"36","OX_Ia","Dyn.pfr",19,186.393995410526,24.9018050200423,5.71286587337463,12.0022858263136
"37","OX_Ia","Dyn.pfr1",19,137.869033578947,25.2799930186993,5.79962815062758,12.1845666068558
"38","OX_Ia","Dyn.pfr3",19,130.906372947368,23.9551184220501,5.49568107275083,11.5459974918777
"39","OX_Ia","Dyn.RDR",19,23.0526315789474,5.61222558557582,1.28753285136202,2.70500614496085
"40","OX_Ia","Dyn.slp",19,1103.86268338421,482.302612606393,110.647807818785,232.46241815084
"41","OX_Ia","Dyn.slp1",19,144.300974,34.8096334637754,7.98587760685729,16.7777062749138
"42","OX_Ia","Dyn.slp3",19,226.111399789474,39.3902045668322,9.03673268801137,18.9854708760097
"43","OX_Ia","Dyn.spkNum",19,16.0394736842105,3.5772308524784,0.820673041245747,1.72417008018483
"44","OX_Ia","Dyn.spkNum1",19,61.5263157894737,18.7864266043706,4.30990184624713,9.05476778005613
"45","OX_Ia","Dyn.spkNum3",19,38.4736842105263,16.6211659607483,3.81315698666946,8.01114555619298
"46","OX_Ia","Stat.afr",19,84.9668515247368,15.7407062791267,3.61116568266681,7.58677757367677
"47","OX_Ia","Stat.HzEnd",19,50.7176538094737,30.8886197239454,7.08633536221764,14.8878381470225
"48","OX_Ia","Stat.HzSTD",19,29.2625356489474,9.15113789281853,2.09941501543167,4.41070727753337
"49","OX_Ia","Stat.LSpkF",19,113.240038245789,44.1074544633573,10.1189440348735,21.2591125468313
"50","OX_Ia","Stat.LSpkT",19,877.938105263158,226.807602847753,52.0332326547401,109.317765309333
"51","OX_Ia","Stat.mSfr",19,66.2289322526316,28.6689348893316,6.57710473692335,13.817984302776
"52","OX_Ia","Stat.slp",19,-153.239847851053,320.587610967996,73.547842040033,154.518282354072
"53","OX_Ia","Stat.spkNum",19,66.8771929821053,27.3328162841608,6.27057810657998,13.1739957491668
"54","OX_Ia","Thr.F",19,14.4141696184211,4.73485210267426,1.08624956990359,2.2821256626128
"55","OX_Ia","Thr.F1",19,16.3712816842105,10.3106423858404,2.36542358962449,4.96957055394817
"56","OX_Ia","Thr.F3",19,36.3240558421053,14.6535740950104,3.36176045483345,7.06279663357034
"57","OX_Ia","Thr.L",19,0.237263443,0.13102548350677,0.0300593074544509,0.0631522615454376
"58","OX_Ia","Thr.L1",19,0.403324894736842,0.394515494838767,0.0905080617717435,0.190150381795753
"59","OX_Ia","Thr.L3",19,1.30681342105263,0.388149640749017,0.0890476346840305,0.187082138339012
"60","OX_Ia","Thr.T",19,13.0858112236842,8.75067213774551,2.00754187034156,4.21768896210731
"61","OX_Ia","Thr.T1",19,102.974315789474,101.870268787236,23.370642473415,49.099897866991
"62","OX_Ia","Thr.T3",19,338.683578947368,98.9709767099627,22.7054992538024,47.7024838169898
"63","OX_Ib","Dyn.DI",5,72.241579,14.2249379676299,6.36158565426761,17.6625933510878
"64","OX_Ib","Dyn.F",5,214.61868,78.6730826480506,35.1836721601001,97.6855343517937
"65","OX_Ib","Dyn.IB",5,0,0,0,0
"66","OX_Ib","Dyn.IFRdrop",5,35.9780758,33.7143021693507,15.0774942929273,41.8618352282458
"67","OX_Ib","Dyn.pfr",5,102.3599615,9.62095861896724,4.30262349614465,11.9459979453798
"68","OX_Ib","Dyn.pfr1",5,98.324892,16.1439611479856,7.21979891060229,20.0453753458541
"69","OX_Ib","Dyn.pfr3",5,92.550558,15.6279048705455,6.98901152728796,19.4046068451096
"70","OX_Ib","Dyn.RDR",5,8.2,7.46324326281812,3.33766385365573,9.26684046927805
"71","OX_Ib","Dyn.slp",5,1708.740115,1645.30954316873,735.804796510881,2042.92162565369
"72","OX_Ib","Dyn.slp1",5,297.8626,203.787708298428,91.1366337468364,253.035860670608
"73","OX_Ib","Dyn.slp3",5,381.65326,181.698190036549,81.2579008620799,225.608101107169
"74","OX_Ib","Dyn.spkNum",5,7,3.80788655293195,1.70293863659264,4.72811564201984
"75","OX_Ib","Dyn.spkNum1",5,23.4,11.6533257055658,5.21152568831815,14.4695149879435
"76","OX_Ib","Dyn.spkNum3",5,15.2,5.89067059000926,2.6343879744639,7.31423359689222
"77","OX_Ib","Stat.afr",5,58.7078113,8.67768631091925,3.88077929572696,10.7747706799741
"78","OX_Ib","Stat.HzEnd",5,6.5577513,14.1779305359654,6.34056329173774,17.6042259155421
"79","OX_Ib","Stat.HzSTD",5,20.1102805,4.80675227535261,2.14964496773804,5.96837124858936
"80","OX_Ib","Stat.LSpkF",5,121.92972846,37.689400355014,16.8552122450032,46.797571534709
"81","OX_Ib","Stat.LSpkT",5,752.2792,141.433454867298,63.2509638751853,175.612829050301
"82","OX_Ib","Stat.mSfr",5,39.6727324,10.4494445487777,4.6731336676363,12.9746990974438
"83","OX_Ib","Stat.slp",5,-90.77074,37.395580762858,16.7238121287668,46.4327463251621
"84","OX_Ib","Stat.spkNum",5,28.75,11.4972822875669,5.14174095030078,14.2757614936577
"85","OX_Ib","Thr.F",5,47.16390365,49.2112830668347,22.0079548394853,61.1038784895031
"86","OX_Ib","Thr.F1",5,82.2451538,67.54394268273,30.2065694613867,83.8668819258844
"87","OX_Ib","Thr.F3",5,102.231084,58.5406631763194,26.1801804620338,72.6878338970086
"88","OX_Ib","Thr.L",5,0.86200765,0.993001866051708,0.444083934855152,1.23297466722556
"89","OX_Ib","Thr.L1",5,1.4212566,1.04843044361908,0.468872348322504,1.30179833646261
"90","OX_Ib","Thr.L3",5,1.9945598,0.568530951952222,0.254254771175567,0.705924414903588
"91","OX_Ib","Thr.T",5,53.7579,54.8709059502392,24.5390151383465,68.1312284672368
"92","OX_Ib","Thr.T1",5,360.6472,268.263913896745,119.971269476654,333.093643902822
"93","OX_Ib","Thr.T3",5,512.7248,144.450433004543,64.6001975154875,179.358902186686
"94","OX_II","Dyn.DI",9,48.3270590466667,17.2105800766229,5.73686002554097,13.2292229419849
"95","OX_II","Dyn.F",9,172.444627555556,75.6870173694188,25.2290057898063,58.1781916783831
"96","OX_II","Dyn.IB",9,0,0,0,0
"97","OX_II","Dyn.IFRdrop",9,18.8583964444444,13.0544504188267,4.35148347294224,10.0345388828774
"98","OX_II","Dyn.pfr",9,103.801161996667,45.0615736193727,15.0205245397909,34.6373917016935
"99","OX_II","Dyn.pfr1",9,89.947401,51.8553257093455,17.2851085697818,39.8595318393698
"100","OX_II","Dyn.pfr3",9,80.2696618888889,46.1437727341968,15.3812575780656,35.4692435796597
"101","OX_II","Dyn.RDR",9,12.3333333333333,7.17635004720366,2.39211668240122,5.51623096150808
"102","OX_II","Dyn.slp",9,628.366160388889,186.644458214837,62.2148194049457,143.467630818785
"103","OX_II","Dyn.slp1",9,111.970377222222,54.1724135933721,18.0574711977907,41.6406032534355
"104","OX_II","Dyn.slp3",9,138.174390222222,64.8389561980237,21.6129853993412,49.8396337049881
"105","OX_II","Dyn.spkNum",9,10.1944444444444,3.94449334867962,1.31483111622654,3.03200599111351
"106","OX_II","Dyn.spkNum1",9,38.1111111111111,24.9371432026828,8.31238106756095,19.1683851151884
"107","OX_II","Dyn.spkNum3",9,25.7777777777778,18.7934681324242,6.26448937747474,14.4459384093993
"108","OX_II","Stat.afr",9,64.4359227655556,31.1565826475142,10.3855275491714,23.949069474666
"109","OX_II","Stat.HzEnd",9,52.7698652222222,26.1954266497169,8.73180888323898,20.1355873925616
"110","OX_II","Stat.HzSTD",9,26.191977,27.8532745165376,9.28442483884588,21.4099220713709
"111","OX_II","Stat.LSpkF",9,107.427862485556,14.7709474484254,4.92364914947514,11.3539552989841
"112","OX_II","Stat.LSpkT",9,964.823111111111,83.6938517402032,27.8979505800677,64.3327894013576
"113","OX_II","Stat.mSfr",9,55.9107801622222,30.8891720046126,10.2963906682042,23.7435194585565
"114","OX_II","Stat.slp",9,-38.1818200466667,15.5608866564221,5.18696221880736,11.9611563257175
"115","OX_II","Stat.spkNum",9,57.8240740744444,31.0010484935335,10.3336828311778,23.8295153405844
"116","OX_II","Thr.F",9,13.6354952677778,3.29307778595268,1.09769259531756,2.53128366398529
"117","OX_II","Thr.F1",9,24.8486127777778,26.12494729813,8.70831576604334,20.0814121671596
"118","OX_II","Thr.F3",9,35.476699,31.3910630986825,10.4636876995608,24.1293071046722
"119","OX_II","Thr.L",9,0.201536805555556,0.0901595591506157,0.0300531863835386,0.0693027720765015
"120","OX_II","Thr.L1",9,0.570893444444444,0.692114479787504,0.230704826595835,0.532006284141555
"121","OX_II","Thr.L3",9,1.06791344444444,0.724193684482285,0.241397894827428,0.55666454370163
"122","OX_II","Thr.T",9,9.5155,4.87504514081665,1.62501504693888,3.74729141801005
"123","OX_II","Thr.T1",9,145.926222222222,176.061383331054,58.6871277770181,135.332759337059
"124","OX_II","Thr.T3",9,272.671555555556,183.296550981675,61.098850327225,140.894201510801
"125","Pirc_1.5","Dyn.DI",19,129.674762789474,31.0472979348998,7.12273864043301,14.9643185965622
"126","Pirc_1.5","Dyn.F",19,233.978917421053,108.276688916609,24.8403760488784,52.1876935289642
"127","Pirc_1.5","Dyn.IB",19,0,0,0,0
"128","Pirc_1.5","Dyn.IFRdrop",19,114.260029684211,36.7178205037224,8.42364573698903,17.6974229880227
"129","Pirc_1.5","Dyn.pfr",19,185.4047237,38.3076741414827,8.78838317604259,18.4637079126314
"130","Pirc_1.5","Dyn.pfr1",19,134.348789368421,35.8726878482369,8.22975900861285,17.290082087067
"131","Pirc_1.5","Dyn.pfr3",19,132.480807578947,36.8625342264718,8.45684534189473,17.7671727696964
"132","Pirc_1.5","Dyn.RDR",19,19.1052631578947,7.15615303887427,1.64173410110339,3.44915535722342
"133","Pirc_1.5","Dyn.slp",19,1677.62550621053,407.952401329084,93.5906995351696,196.626763415015
"134","Pirc_1.5","Dyn.slp1",19,175.211454473684,48.9338550361813,11.2261962642412,23.585363159616
"135","Pirc_1.5","Dyn.slp3",19,274.108909473684,84.0320088744146,19.2782649845414,40.50213180363
"136","Pirc_1.5","Dyn.spkNum",19,11.8684210526316,3.25679676157399,0.747160419123766,1.56972579213285
"137","Pirc_1.5","Dyn.spkNum1",19,52.3684210526316,18.0714954380765,4.14588538806484,8.71018198809869
"138","Pirc_1.5","Dyn.spkNum3",19,33.2631578947368,15.2892195326684,3.50758751939525,7.36916792757186
"139","Pirc_1.5","Stat.afr",19,68.1109257410526,15.917702871038,3.65177148569274,7.67208720021563
"140","Pirc_1.5","Stat.HzEnd",19,44.9088463463158,16.4712831278047,3.77877150655512,7.93890434315649
"141","Pirc_1.5","Stat.HzSTD",19,35.1098410173684,8.70338596047934,1.99669367728211,4.19489775421192
"142","Pirc_1.5","Stat.LSpkF",19,121.451738891053,39.4887112576439,9.0593316727751,19.0329495811869
"143","Pirc_1.5","Stat.LSpkT",19,992.093947368421,6.30986475884023,1.44758225427333,3.04125746306464
"144","Pirc_1.5","Stat.mSfr",19,55.7299611010526,16.674346368049,3.8253574088379,8.03677769202689
"145","Pirc_1.5","Stat.slp",19,-71.9344340305263,19.3669836943587,4.4430907771005,9.33458734040211
"146","Pirc_1.5","Stat.spkNum",19,56.6842105263158,16.3776698640386,3.7572951509482,7.89378419431786
"147","Pirc_1.5","Thr.F",19,22.3368077326316,15.5610037594289,3.56993909723195,7.5001637316928
"148","Pirc_1.5","Thr.F1",19,15.8060925789474,9.29001579433113,2.13127579112559,4.4776442834079
"149","Pirc_1.5","Thr.F3",19,39.1798671052632,17.3173104712064,3.97286349041618,8.34667646988429
"150","Pirc_1.5","Thr.L",19,0.535076587736842,0.349320793591202,0.0801396862179726,0.16836723307334
"151","Pirc_1.5","Thr.L1",19,0.365288,0.291303078356546,0.0668295094999208,0.140403589446881
"152","Pirc_1.5","Thr.L3",19,1.28802989473684,0.29669753939284,0.0680670837373984,0.143003636438833
"153","Pirc_1.5","Thr.T",19,25.5565778947368,17.4289666438361,3.9984791732012,8.40049302242316
"154","Pirc_1.5","Thr.T1",19,91.381052631579,72.7009730864677,16.6787470937359,35.040747372836
"155","Pirc_1.5","Thr.T3",19,328.784210526316,73.2923293178904,16.8144135175467,35.3257719527408
"156","Pirc_Ia","Dyn.DI",20,149.527748695,34.7944488794301,7.7802752934047,16.2843033390147
"157","Pirc_Ia","Dyn.F",20,251.4456958,126.967918086434,28.3908895802891,59.4228148175952
"158","Pirc_Ia","Dyn.IB",20,175.31151075,216.976444953733,48.5174080432788,101.548102092126
"159","Pirc_Ia","Dyn.IFRdrop",20,87.50135715,39.9283369564877,8.92824756632235,18.6870369200251
"160","Pirc_Ia","Dyn.pfr",20,224.27799249,44.988655268175,10.0597691395943,21.0553387909653
"161","Pirc_Ia","Dyn.pfr1",20,172.89805975,65.0591804023823,14.5476749940149,30.4486336981874
"162","Pirc_Ia","Dyn.pfr3",20,166.29363425,46.5795224911088,10.41549786496,21.7998875699996
"163","Pirc_Ia","Dyn.RDR",20,28,8.04592083637809,1.79912259317234,3.76560686433916
"164","Pirc_Ia","Dyn.slp",20,1243.55790875,465.335527970958,104.052187288882,217.783730909428
"165","Pirc_Ia","Dyn.slp1",20,164.64973915,49.7111745805305,11.1157565603426,23.265545863744
"166","Pirc_Ia","Dyn.slp3",20,271.6611559,77.3465352312225,17.2952110601096,36.199292774878
"167","Pirc_Ia","Dyn.spkNum",20,17,5.66847236452366,1.26750895356539,2.65292672899026
"168","Pirc_Ia","Dyn.spkNum1",20,79,27.241609041279,6.09140896327728,12.7494654853777
"169","Pirc_Ia","Dyn.spkNum3",20,51,20.1363771371746,4.50263080992949,9.4241145933024
"170","Pirc_Ia","Stat.afr",20,88.0536858835,19.3932013316759,4.33645164789667,9.07629760982628
"171","Pirc_Ia","Stat.HzEnd",20,62.7451095705,17.870168518914,3.99589115776685,8.36349631200349
"172","Pirc_Ia","Stat.HzSTD",20,37.234211225,9.88144241249157,2.20955769500807,4.62465740525486
"173","Pirc_Ia","Stat.LSpkF",20,115.666714485,38.5721853416666,8.62500284646875,18.0523384269992
"174","Pirc_Ia","Stat.LSpkT",20,994.85975,8.2796425162786,1.85138434957964,3.87499197762526
"175","Pirc_Ia","Stat.mSfr",20,74.750244979,16.9767102242976,3.79610780958451,7.94534495858761
"176","Pirc_Ia","Stat.slp",20,-75.4654276705,20.3604494227896,4.5527348961804,9.52898365104969
"177","Pirc_Ia","Stat.spkNum",20,76.7958333335,18.9901381567197,4.24632398205377,8.88765823724942
"178","Pirc_Ia","Thr.F",20,13.2523647625,6.59376772028081,1.47441128503917,3.08597828567805
"179","Pirc_Ia","Thr.F1",20,7.0844135,4.12893811246883,0.923258629436997,1.93240251985168
"180","Pirc_Ia","Thr.F3",20,29.6407135,15.472305654276,3.45971272116155,7.24126194673355
"181","Pirc_Ia","Thr.L",20,0.2010099375,0.216188111145561,0.0483411312448754,0.101179150512833
"182","Pirc_Ia","Thr.L1",20,0.06889175,0.0657493441575255,0.0147020003012256,0.0307716402783833
"183","Pirc_Ia","Thr.L3",20,0.91488565,0.349955615210253,0.0782524544717886,0.163784269525945
"184","Pirc_Ia","Thr.T",20,9.684,10.266037210141,2.29555570614176,4.80465331118896
"185","Pirc_Ia","Thr.T1",20,16.162,16.1639493610741,3.6143689556226,7.56496116562475
"186","Pirc_Ia","Thr.T3",20,236.957,87.5595295303655,19.5789060107797,40.9791212395614
"187","Pirc_Ib","Dyn.DI",18,41.9544755694444,22.6753404925346,5.34462900932839,11.2761815416209
"188","Pirc_Ib","Dyn.F",18,226.123461722222,105.981908913942,24.9801754920479,52.7035633901327
"189","Pirc_Ib","Dyn.IB",18,0,0,0,0
"190","Pirc_Ib","Dyn.IFRdrop",18,22.4645587222222,24.0915052045808,5.67842223305003,11.980423684804
"191","Pirc_Ib","Dyn.pfr",18,95.1096415788889,35.6667558725157,8.40673498012698,17.7366604197882
"192","Pirc_Ib","Dyn.pfr1",18,101.838585111111,47.0918547887401,11.0996566199234,23.4182284453152
"193","Pirc_Ib","Dyn.pfr3",18,93.0243963888889,45.9112091622422,10.8213757770318,22.8311071879698
"194","Pirc_Ib","Dyn.RDR",18,10.9444444444444,5.16176237826512,1.21663906018162,2.56688404177167
"195","Pirc_Ib","Dyn.slp",18,1146.51811122222,1104.87569596856,260.421698995858,549.44175734728
"196","Pirc_Ib","Dyn.slp1",18,160.452147944444,94.9158045363586,22.3718696764787,47.2005191486915
